image_id,file_name,description,objects
9712,img_9712.png,a small black square is below a small yellow circle | a small black square is below a small yellow square,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 70, ""y"": 210, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 167, ""y"": 20, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 49, ""y"": 116, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 31, ""y"": 176, ""pixel_size"": 45}]"
9713,img_9713.png,a small blue square is above a big black triangle | a small blue square is below a small red square,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 70, ""y"": 107, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 95, ""y"": 163, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 165, ""y"": 2, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 139, ""y"": 148, ""pixel_size"": 25}]"
9714,img_9714.png,a medium black circle is left of a small black square | a medium black circle is left of a medium black circle,"[{""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 66, ""y"": 71, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 195, ""y"": 57, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 171, ""y"": 126, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 39, ""y"": 141, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 32, ""y"": 56, ""pixel_size"": 45}]"
9715,img_9715.png,a big green circle is above a small yellow triangle | a big green circle is right of a small red triangle,"[{""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 108, ""y"": 54, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 109, ""y"": 140, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 44, ""y"": 70, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 125, ""y"": 46, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 72, ""y"": 169, ""pixel_size"": 65}]"
9716,img_9716.png,a medium red circle is right of a medium red square | a medium red circle is right of a small red square,"[{""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 186, ""y"": 80, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 27, ""y"": 26, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 46, ""y"": 143, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 139, ""y"": 186, ""pixel_size"": 45}]"
9717,img_9717.png,a medium black triangle is below a medium green square | a medium black triangle is left of a medium green circle,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 40, ""y"": 175, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""medium"", ""x"": 88, ""y"": 22, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 161, ""y"": 126, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 29, ""y"": 68, ""pixel_size"": 65}]"
9718,img_9718.png,a medium blue square is above a medium red circle | a medium blue square is above a small yellow triangle,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 97, ""y"": 37, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 47, ""y"": 137, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 114, ""y"": 119, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 24, ""y"": 76, ""pixel_size"": 25}]"
9719,img_9719.png,a small black triangle is above a small blue square | a small black triangle is above a small yellow circle,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 70, ""y"": 20, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 188, ""y"": 142, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 143, ""y"": 129, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 108, ""y"": 157, ""pixel_size"": 45}]"
9720,img_9720.png,a medium blue circle is below a big green circle | a medium blue circle is below a medium green square,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 175, ""y"": 175, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 125, ""y"": 38, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""medium"", ""x"": 87, ""y"": 68, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 94, ""y"": 166, ""pixel_size"": 65}]"
9721,img_9721.png,a medium black square is right of a small black triangle | a medium black square is above a medium black square,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 128, ""y"": 30, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 48, ""y"": 97, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 26, ""y"": 184, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""medium"", ""x"": 152, ""y"": 149, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 208, ""y"": 178, ""pixel_size"": 25}]"
9722,img_9722.png,a big black square is left of a small green triangle | a big black square is below a big blue triangle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""big"", ""x"": 24, ""y"": 159, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 180, ""y"": 65, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 40, ""y"": 83, ""pixel_size"": 65}]"
9723,img_9723.png,a small yellow circle is below a medium red square | a small yellow circle is left of a big black triangle,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 60, ""y"": 192, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 115, ""y"": 35, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 167, ""y"": 170, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 28, ""y"": 206, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""big"", ""x"": 93, ""y"": 160, ""pixel_size"": 65}]"
9724,img_9724.png,a medium green triangle is below a medium yellow triangle | a medium green triangle is left of a small yellow circle,"[{""shape"": ""triangle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 35, ""y"": 160, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 111, ""y"": 74, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 201, ""y"": 187, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 51, ""y"": 165, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 190, ""y"": 136, ""pixel_size"": 25}]"
9725,img_9725.png,a big yellow square is above a big black circle | a big yellow square is right of a big yellow circle,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 167, ""y"": 17, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 104, ""y"": 88, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 43, ""y"": 60, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 110, ""y"": 125, ""pixel_size"": 25}]"
9726,img_9726.png,a big red triangle is left of a medium red square | a big red triangle is overlapping a big green circle,"[{""shape"": ""triangle"", ""color"": ""red"", ""size"": ""big"", ""x"": 79, ""y"": 160, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 170, ""y"": 144, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 28, ""y"": 156, ""pixel_size"": 65}]"
9727,img_9727.png,a big black circle is left of a medium blue circle | a big black circle is left of a small red triangle,"[{""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 22, ""y"": 41, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 162, ""y"": 114, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 93, ""y"": 60, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""big"", ""x"": 77, ""y"": 133, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 119, ""y"": 204, ""pixel_size"": 25}]"
9728,img_9728.png,a medium black triangle is overlapping a big black circle | a medium black triangle is above a small green square,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 131, ""y"": 54, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 148, ""y"": 20, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 48, ""y"": 161, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 150, ""y"": 77, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""small"", ""x"": 123, ""y"": 101, ""pixel_size"": 25}]"
9729,img_9729.png,a big black triangle is below a medium yellow square | a big black triangle is right of a medium blue triangle,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 114, ""y"": 143, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 139, ""y"": 25, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 30, ""y"": 142, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 184, ""y"": 158, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 70, ""y"": 20, ""pixel_size"": 25}]"
9730,img_9730.png,a small blue circle is above a big red triangle | a small blue circle is left of a medium yellow square,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 32, ""y"": 54, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""big"", ""x"": 23, ""y"": 106, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 114, ""y"": 127, ""pixel_size"": 45}]"
9731,img_9731.png,a medium black square is left of a big black triangle | a medium black square is left of a medium yellow triangle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 26, ""y"": 104, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 161, ""y"": 119, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 109, ""y"": 125, ""pixel_size"": 45}]"
9732,img_9732.png,a big green square is left of a small black triangle | a big green square is below a small green circle,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 70, ""y"": 119, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 201, ""y"": 197, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 130, ""y"": 47, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 102, ""y"": 51, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 149, ""y"": 70, ""pixel_size"": 45}]"
9733,img_9733.png,a small yellow triangle is below a small yellow square | a small yellow triangle is right of a small yellow circle,"[{""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 191, ""y"": 125, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 159, ""y"": 26, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 66, ""y"": 121, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 107, ""y"": 57, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 128, ""y"": 168, ""pixel_size"": 45}]"
9734,img_9734.png,a big green circle is above a medium yellow triangle | a big green circle is above a medium blue circle,"[{""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 120, ""y"": 46, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 183, ""y"": 188, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 177, ""y"": 177, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 100, ""y"": 11, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 40, ""y"": 72, ""pixel_size"": 25}]"
9735,img_9735.png,a big black square is above a medium red square | a big black square is above a small yellow triangle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""big"", ""x"": 86, ""y"": 26, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 159, ""y"": 167, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 96, ""y"": 141, ""pixel_size"": 25}]"
9736,img_9736.png,a medium black triangle is below a small blue triangle | a medium black triangle is right of a small yellow square,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 119, ""y"": 116, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 91, ""y"": 80, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 24, ""y"": 139, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 117, ""y"": 125, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""big"", ""x"": 20, ""y"": 7, ""pixel_size"": 65}]"
9737,img_9737.png,a small yellow circle is left of a big yellow triangle | a small yellow circle is overlapping a medium green triangle,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 74, ""y"": 56, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 136, ""y"": 69, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 93, ""y"": 11, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 46, ""y"": 92, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 134, ""y"": 172, ""pixel_size"": 45}]"
9738,img_9738.png,a small black triangle is above a small yellow triangle | a small black triangle is above a medium blue circle,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 116, ""y"": 22, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 148, ""y"": 59, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 99, ""y"": 114, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 36, ""y"": 14, ""pixel_size"": 65}]"
9739,img_9739.png,a big black triangle is left of a big red square | a big black triangle is overlapping a big green triangle,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 26, ""y"": 72, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""big"", ""x"": 157, ""y"": 106, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""big"", ""x"": 46, ""y"": 124, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 182, ""y"": 69, ""pixel_size"": 25}]"
9740,img_9740.png,a big yellow circle is below a medium blue triangle | a big yellow circle is below a big green circle,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 116, ""y"": 112, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 42, ""y"": 13, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 122, ""y"": 37, ""pixel_size"": 65}]"
9741,img_9741.png,a big yellow circle is below a small yellow triangle | a big yellow circle is below a small red square,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 118, ""y"": 169, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 49, ""y"": 43, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 185, ""y"": 128, ""pixel_size"": 25}]"
9742,img_9742.png,a medium yellow triangle is overlapping a big red circle | a medium yellow triangle is below a medium red circle,"[{""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 114, ""y"": 113, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 56, ""y"": 89, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 114, ""y"": 56, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 58, ""y"": 35, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 53, ""y"": 104, ""pixel_size"": 25}]"
9743,img_9743.png,a big green square is overlapping a big black triangle | a big green square is below a small green triangle,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 65, ""y"": 122, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 59, ""y"": 86, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 102, ""y"": 42, ""pixel_size"": 25}]"
9744,img_9744.png,a small yellow circle is right of a medium yellow square | a small yellow circle is below a medium red square,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 158, ""y"": 156, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 98, ""y"": 111, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 178, ""y"": 106, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 133, ""y"": 169, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""big"", ""x"": 89, ""y"": 20, ""pixel_size"": 65}]"
9745,img_9745.png,a small black circle is right of a small blue triangle | a small black circle is below a big yellow circle,"[{""shape"": ""circle"", ""color"": ""black"", ""size"": ""small"", ""x"": 122, ""y"": 172, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 34, ""y"": 123, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 167, ""y"": 75, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 182, ""y"": 162, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 117, ""y"": 83, ""pixel_size"": 25}]"
9746,img_9746.png,a small green square is above a medium yellow triangle | a small green square is overlapping a medium yellow square,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 47, ""y"": 74, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 115, ""y"": 144, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 40, ""y"": 87, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 147, ""y"": 8, ""pixel_size"": 45}]"
9747,img_9747.png,a medium yellow triangle is below a small red square | a medium yellow triangle is below a medium blue circle,"[{""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 39, ""y"": 166, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 183, ""y"": 37, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 109, ""y"": 76, ""pixel_size"": 45}]"
9748,img_9748.png,a medium blue triangle is above a small green triangle | a medium blue triangle is above a small yellow circle,"[{""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 66, ""y"": 40, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 65, ""y"": 194, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 39, ""y"": 140, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 93, ""y"": 53, ""pixel_size"": 45}]"
9749,img_9749.png,a small black circle is overlapping a big blue triangle | a small black circle is right of a medium red triangle,"[{""shape"": ""circle"", ""color"": ""black"", ""size"": ""small"", ""x"": 143, ""y"": 84, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 119, ""y"": 85, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 81, ""y"": 117, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 198, ""y"": 44, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 186, ""y"": 77, ""pixel_size"": 45}]"
9750,img_9750.png,a big black triangle is below a small black triangle | a big black triangle is below a big green triangle,"[{""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 32, ""y"": 162, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 100, ""y"": 36, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""big"", ""x"": 39, ""y"": 80, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 69, ""y"": 122, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 182, ""y"": 57, ""pixel_size"": 45}]"
9751,img_9751.png,a big red circle is below a big blue square | a big red circle is below a big black circle,"[{""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 92, ""y"": 163, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 126, ""y"": 64, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 117, ""y"": 91, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 105, ""y"": 152, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 79, ""y"": 122, ""pixel_size"": 25}]"
9752,img_9752.png,a medium black square is above a medium blue square | a medium black square is above a small blue triangle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 130, ""y"": 69, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 113, ""y"": 158, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 103, ""y"": 207, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 56, ""y"": 67, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""big"", ""x"": 145, ""y"": 33, ""pixel_size"": 65}]"
9753,img_9753.png,a small red triangle is left of a medium black circle | a small red triangle is overlapping a big yellow triangle,"[{""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 61, ""y"": 149, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 139, ""y"": 125, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 30, ""y"": 98, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 73, ""y"": 74, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 49, ""y"": 99, ""pixel_size"": 65}]"
9754,img_9754.png,a small red triangle is right of a small green circle | a small red triangle is right of a small green circle,"[{""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 190, ""y"": 118, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 39, ""y"": 109, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 79, ""y"": 146, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""big"", ""x"": 84, ""y"": 49, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 91, ""y"": 81, ""pixel_size"": 25}]"
9755,img_9755.png,a medium green triangle is overlapping a big yellow square | a medium green triangle is overlapping a big yellow triangle,"[{""shape"": ""triangle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 147, ""y"": 77, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 127, ""y"": 14, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 120, ""y"": 19, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 97, ""y"": 45, ""pixel_size"": 65}]"
9756,img_9756.png,a small green circle is below a medium yellow circle | a small green circle is left of a big blue square,"[{""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 63, ""y"": 150, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 127, ""y"": 65, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 139, ""y"": 102, ""pixel_size"": 65}]"
